         4        38       781       781B   
 E STATE HAS LABEL B   
 VIBRATIONAL LEVELS FOR STATE E IN 1/CM FOR J=  3
     1086.00  0.216579E+11 0.826331E+09 0.629520E+10 0.199891E+10
     1096.00  0.204403E+11 0.158890E+10 0.559340E+10 0.251831E+10
     1106.00  0.189913E+11 0.255552E+10 0.478355E+10 0.299440E+10
     1116.00  0.173599E+11 0.368599E+10 0.391306E+10 0.339857E+10
     1126.00  0.155983E+11 0.493421E+10 0.303167E+10 0.370842E+10
     1136.00  0.137597E+11 0.625040E+10 0.218890E+10 0.390845E+10
     1146.00  0.118965E+11 0.758325E+10 0.143176E+10 0.399033E+10
     1156.00  0.100588E+11 0.888211E+10 0.802707E+09 0.395282E+10
     1166.00  0.829234E+10 0.100990E+11 0.337843E+09 0.380139E+10
     1176.00  0.663784E+10 0.111903E+11 0.655981E+08 0.354749E+10
     1186.00  0.512955E+10 0.121183E+11 0.574459E+07 0.320764E+10
     1196.00  0.379466E+10 0.128526E+11 0.168857E+09 0.280233E+10
     1206.00  0.265287E+10 0.133706E+11 0.556186E+09 0.235482E+10
     1216.00  0.171626E+10 0.136582E+11 0.115992E+10 0.188985E+10
     1226.00  0.989344E+09 0.137100E+11 0.196380E+10 0.143244E+10
     1236.00  0.469535E+09 0.135289E+11 0.294405E+10 0.100668E+10
     1246.00  0.147684E+09 0.131261E+11 0.407054E+10 0.634694E+09
     1256.00  0.888314E+07 0.125196E+11 0.530817E+10 0.335728E+09
     1266.00  0.333801E+08 0.117338E+11 0.661831E+10 0.125408E+09
     1276.00  0.197606E+09 0.107984E+11 0.796035E+10 0.152184E+08
     1286.00  0.475254E+09 0.974657E+10 0.929327E+10 0.121776E+08
     1296.00  0.838386E+09 0.861431E+10 0.105770E+11 0.118713E+09
     1306.00  0.125851E+10 0.743865E+10 0.117740E+11 0.332739E+09
     1316.00  0.170762E+10 0.625651E+10 0.128502E+11 0.647910E+09
     1326.00  0.215912E+10 0.510343E+10 0.137761E+11 0.105403E+10
     1336.00  0.258869E+10 0.401248E+10 0.145276E+11 0.153761E+10
     1346.00  0.297496E+10 0.301323E+10 0.150867E+11 0.208246E+10
     1356.00  0.330006E+10 0.213101E+10 0.154415E+11 0.267047E+10
     1366.00  0.355009E+10 0.138624E+10 0.155865E+11 0.328230E+10
     1376.00  0.371529E+10 0.794055E+09 0.155226E+11 0.389813E+10
     1386.00  0.379018E+10 0.364029E+09 0.152565E+11 0.449843E+10
     1396.00  0.377350E+10 0.100175E+09 0.148005E+11 0.506458E+10
     1406.00  0.366805E+10 0.107942E+07 0.141717E+11 0.557956E+10
     1416.00  0.348031E+10 0.602219E+08 0.133911E+11 0.602837E+10
     1426.00  0.322009E+10 0.266433E+09 0.124830E+11 0.639854E+10
     1436.00  0.290002E+10 0.604476E+09 0.114739E+11 0.668040E+10
     1446.00  0.253494E+10 0.105573E+10 0.103918E+11 0.686728E+10
     1456.00  0.214135E+10 0.159893E+10 0.926505E+10 0.695561E+10
     1466.00  0.173677E+10 0.221097E+10 0.812161E+10 0.694488E+10
     1476.00  0.133906E+10 0.286768E+10 0.698820E+10 0.683754E+10
     1486.00  0.965891E+09 0.354465E+10 0.588960E+10 0.663877E+10
     1496.00  0.634093E+09 0.421799E+10 0.484802E+10 0.635622E+10
     1506.00  0.359170E+09 0.486498E+10 0.388265E+10 0.599963E+10
     1516.00  0.154827E+09 0.546476E+10 0.300920E+10 0.558042E+10
     1526.00  0.325770E+08 0.599885E+10 0.223976E+10 0.511132E+10
     1536.00  0.144216E+07 0.645158E+10 0.158258E+10 0.460586E+10
     1546.00  0.677259E+08 0.681042E+10 0.104215E+10 0.407795E+10
     1556.00  0.234882E+09 0.706623E+10 0.619305E+09 0.354146E+10
     1566.00  0.503469E+09 0.721333E+10 0.311416E+09 0.300980E+10
     1576.00  0.871185E+09 0.724957E+10 0.112745E+09 0.249556E+10
     1586.00  0.133299E+10 0.717618E+10 0.148107E+08 0.201018E+10
     1596.00  0.188129E+10 0.699757E+10 0.684429E+07 0.156370E+10
     1606.00  0.250618E+10 0.672114E+10 0.762736E+08 0.116449E+10
     1616.00  0.319579E+10 0.635685E+10 0.209236E+09 0.819197E+09
     1626.00  0.393657E+10 0.591686E+10 0.391096E+09 0.532550E+09
     1636.00  0.471374E+10 0.541511E+10 0.606956E+09 0.307397E+09
     1646.00  0.551161E+10 0.486682E+10 0.842138E+09 0.144704E+09
     1656.00  0.631407E+10 0.428800E+10 0.108264E+10 0.436375E+08
     1666.00  0.710495E+10 0.369503E+10 0.131552E+10 0.168984E+07
     1676.00  0.786839E+10 0.310412E+10 0.152928E+10 0.148448E+08
     1686.00  0.858928E+10 0.253095E+10 0.171408E+10 0.777762E+08
     1696.00  0.925356E+10 0.199017E+10 0.186204E+10 0.184073E+09
     1706.00  0.984849E+10 0.149514E+10 0.196729E+10 0.326481E+09
     1716.00  0.103630E+11 0.105757E+10 0.202612E+10 0.497158E+09
     1726.00  0.107878E+11 0.687253E+09 0.203696E+10 0.687924E+09
     1736.00  0.111156E+11 0.391941E+09 0.200030E+10 0.890516E+09
     1746.00  0.113413E+11 0.177169E+09 0.191860E+10 0.109683E+10
     1756.00  0.114617E+11 0.462132E+08 0.179613E+10 0.129912E+10
     1766.00  0.114761E+11 0.917274E+05 0.163870E+10 0.149024E+10
     1776.00  0.113857E+11 0.376195E+08 0.145348E+10 0.166378E+10
     1786.00  0.111937E+11 0.155522E+09 0.124868E+10 0.181421E+10
     1796.00  0.109052E+11 0.348593E+09 0.103326E+10 0.193701E+10
     1806.00  0.105273E+11 0.609902E+09 0.816640E+09 0.202875E+10
     1816.00  0.100682E+11 0.931022E+09 0.608373E+09 0.208711E+10
     1826.00  0.953761E+10 0.130230E+10 0.417867E+09 0.211092E+10
     1836.00  0.894630E+10 0.171314E+10 0.254097E+09 0.210011E+10
     1846.00  0.830578E+10 0.215229E+10 0.125347E+09 0.205570E+10
     1856.00  0.762807E+10 0.260813E+10 0.389828E+08 0.197969E+10
     1866.00  0.692546E+10 0.306901E+10 0.125378E+07 0.187500E+10
     1876.00  0.621023E+10 0.352345E+10 0.171361E+08 0.174529E+10
     1886.00  0.549442E+10 0.396050E+10 0.902119E+08 0.159491E+10
     1896.00  0.478956E+10 0.436990E+10 0.222591E+09 0.142868E+10
     1906.00  0.410651E+10 0.474236E+10 0.414872E+09 0.125181E+10
     1916.00  0.345521E+10 0.506969E+10 0.666146E+09 0.106968E+10
     1926.00  0.284458E+10 0.534499E+10 0.974037E+09 0.887738E+09
     1936.00  0.228232E+10 0.556275E+10 0.133478E+10 0.711313E+09
     1946.00  0.177487E+10 0.571891E+10 0.174331E+10 0.545514E+09
     1956.00  0.132730E+10 0.581094E+10 0.219345E+10 0.395077E+09
     1966.00  0.943283E+09 0.583782E+10 0.267800E+10 0.264261E+09
     1976.00  0.625069E+09 0.579999E+10 0.318898E+10 0.156752E+09
     1986.00  0.373528E+09 0.569934E+10 0.371779E+10 0.755784E+08
     1996.00  0.188180E+09 0.553907E+10 0.425540E+10 0.230590E+08
     2006.00  0.672710E+08 0.532361E+10 0.479260E+10 0.757467E+06
     2016.00  0.787072E+07 0.505845E+10 0.532017E+10 0.946515E+07
     2026.00  0.598298E+07 0.475001E+10 0.582907E+10 0.492000E+08
     2036.00  0.566782E+08 0.440543E+10 0.631067E+10 0.119225E+09
     2046.00  0.154237E+09 0.403245E+10 0.675687E+10 0.218085E+09
     2056.00  0.292302E+09 0.363918E+10 0.716030E+10 0.343657E+09
     2066.00  0.464040E+09 0.323390E+10 0.751444E+10 0.493219E+09
     2076.00  0.662302E+09 0.282492E+10 0.781372E+10 0.663525E+09
     2086.00  0.879780E+09 0.242037E+10 0.805363E+10 0.850896E+09
     2096.00  0.110917E+10 0.202807E+10 0.823077E+10 0.105131E+10
     2106.00  0.134332E+10 0.165534E+10 0.834291E+10 0.126051E+10
     2116.00  0.157537E+10 0.130886E+10 0.838897E+10 0.147410E+10
     2126.00  0.179887E+10 0.994602E+09 0.836905E+10 0.168765E+10
     2136.00  0.200792E+10 0.717676E+09 0.828435E+10 0.189677E+10
     2146.00  0.219723E+10 0.482286E+09 0.813717E+10 0.209728E+10
     2156.00  0.236225E+10 0.291663E+09 0.793079E+10 0.228518E+10
     2166.00  0.249919E+10 0.148032E+09 0.766939E+10 0.245686E+10
     2176.00  0.260509E+10 0.526020E+08 0.735797E+10 0.260905E+10
     2186.00  0.267784E+10 0.557389E+07 0.700220E+10 0.273897E+10
     2196.00  0.271622E+10 0.617065E+07 0.660830E+10 0.284434E+10
     2206.00  0.271982E+10 0.526847E+08 0.618291E+10 0.292338E+10
     2216.00  0.268909E+10 0.142543E+09 0.573297E+10 0.297492E+10
     2226.00  0.262529E+10 0.272385E+09 0.526556E+10 0.299832E+10
     2236.00  0.253039E+10 0.438158E+09 0.478778E+10 0.299351E+10
     2246.00  0.240706E+10 0.635214E+09 0.430662E+10 0.296098E+10
     2256.00  0.225856E+10 0.858427E+09 0.382884E+10 0.290173E+10
     2266.00  0.208866E+10 0.110230E+10 0.336085E+10 0.281725E+10
     2276.00  0.190158E+10 0.136110E+10 0.290862E+10 0.270949E+10
     2286.00  0.170186E+10 0.162895E+10 0.247759E+10 0.258075E+10
     2296.00  0.149426E+10 0.189997E+10 0.207258E+10 0.243371E+10
     2306.00  0.128368E+10 0.216839E+10 0.169776E+10 0.227128E+10
     2316.00  0.107507E+10 0.242864E+10 0.135657E+10 0.209658E+10
     2326.00  0.873274E+09 0.267547E+10 0.105173E+10 0.191288E+10
     2336.00  0.683025E+09 0.290402E+10 0.785171E+09 0.172351E+10
     2346.00  0.508792E+09 0.310991E+10 0.558095E+09 0.153177E+10
     2356.00  0.354726E+09 0.328933E+10 0.370945E+09 0.134095E+10
     2366.00  0.224590E+09 0.343906E+10 0.223450E+09 0.115415E+10
     2376.00  0.121691E+09 0.355653E+10 0.114663E+09 0.974349E+09
     2386.00  0.488297E+08 0.363984E+10 0.430031E+08 0.804251E+09
     2396.00  0.826211E+07 0.368780E+10 0.632348E+07 0.646304E+09
     2406.00  0.166507E+07 0.369991E+10 0.197198E+07 0.502639E+09
     2416.00  0.301182E+08 0.367636E+10 0.268662E+08 0.375048E+09
     2426.00  0.940947E+08 0.361799E+10 0.775711E+08 0.264961E+09
     2436.00  0.193463E+09 0.352631E+10 0.150379E+09 0.173431E+09
     2446.00  0.327497E+09 0.340338E+10 0.241393E+09 0.101130E+09
     2456.00  0.494902E+09 0.325182E+10 0.346606E+09 0.483514E+08
     2466.00  0.693839E+09 0.307473E+10 0.461984E+09 0.150185E+08
     2476.00  0.921969E+09 0.287560E+10 0.583543E+09 0.698823E+06
     2486.00  0.117649E+10 0.265828E+10 0.707420E+09 0.462722E+07
     2496.00  0.145421E+10 0.242688E+10 0.829941E+09 0.257323E+08
     2506.00  0.175158E+10 0.218570E+10 0.947685E+09 0.626683E+08
     2516.00  0.206475E+10 0.193914E+10 0.105753E+10 0.113850E+09
     2526.00  0.238968E+10 0.169165E+10 0.115672E+10 0.177494E+09
     2536.00  0.272214E+10 0.144761E+10 0.124288E+10 0.251653E+09
     2546.00  0.305784E+10 0.121130E+10 0.131403E+10 0.334265E+09
     2556.00  0.339246E+10 0.986802E+09 0.136867E+10 0.423192E+09
     2566.00  0.372170E+10 0.777963E+09 0.140573E+10 0.516262E+09
     2576.00  0.404140E+10 0.588307E+09 0.142458E+10 0.611310E+09
     2586.00  0.434753E+10 0.421007E+09 0.142507E+10 0.706218E+09
     2596.00  0.463631E+10 0.278829E+09 0.140745E+10 0.798952E+09
     2606.00  0.490420E+10 0.164103E+09 0.137242E+10 0.887592E+09
     2616.00  0.514801E+10 0.786901E+08 0.132103E+10 0.970370E+09
     2626.00  0.536486E+10 0.239668E+08 0.125471E+10 0.104569E+10
     2636.00  0.555231E+10 0.811138E+06 0.117520E+10 0.111215E+10
     2646.00  0.570828E+10 0.960060E+07 0.108450E+10 0.116856E+10
     2656.00  0.583117E+10 0.502166E+08 0.984859E+09 0.121397E+10
     2666.00  0.591980E+10 0.122057E+09 0.878690E+09 0.124765E+10
     2676.00  0.597344E+10 0.224055E+09 0.768536E+09 0.126913E+10
     2686.00  0.599184E+10 0.354707E+09 0.657019E+09 0.127818E+10
     2696.00  0.597516E+10 0.512103E+09 0.546790E+09 0.127479E+10
     2706.00  0.592402E+10 0.693962E+09 0.440474E+09 0.125919E+10
     2716.00  0.583944E+10 0.897680E+09 0.340629E+09 0.123185E+10
     2726.00  0.572283E+10 0.112037E+10 0.249697E+09 0.119343E+10
     2736.00  0.557597E+10 0.135891E+10 0.169966E+09 0.114476E+10
     2746.00  0.540096E+10 0.160999E+10 0.103526E+09 0.108686E+10
     2756.00  0.520019E+10 0.187019E+10 0.522409E+08 0.102089E+10
     2766.00  0.497632E+10 0.213599E+10 0.177178E+08 0.948147E+09
     2776.00  0.473219E+10 0.240385E+10 0.128209E+07 0.869997E+09
     2786.00  0.447085E+10 0.267025E+10 0.395981E+07 0.787897E+09
     2796.00  0.419544E+10 0.293175E+10 0.264639E+08 0.703346E+09
     2806.00  0.390920E+10 0.318504E+10 0.691865E+08 0.617864E+09
     2816.00  0.361540E+10 0.342693E+10 0.132196E+09 0.532965E+09
     2826.00  0.331729E+10 0.365448E+10 0.215240E+09 0.450134E+09
     2836.00  0.301809E+10 0.386496E+10 0.317754E+09 0.370807E+09
     2846.00  0.272092E+10 0.405592E+10 0.438870E+09 0.296342E+09
     2856.00  0.242879E+10 0.422519E+10 0.577438E+09 0.228007E+09
     2866.00  0.214452E+10 0.437095E+10 0.732044E+09 0.166957E+09
     2876.00  0.187077E+10 0.449167E+10 0.901037E+09 0.114221E+09
     2886.00  0.160996E+10 0.458620E+10 0.108255E+10 0.706893E+08
     2896.00  0.136427E+10 0.465373E+10 0.127454E+10 0.371009E+08
     2906.00  0.113562E+10 0.469379E+10 0.147482E+10 0.140365E+08
     2916.00  0.925651E+09 0.470629E+10 0.168106E+10 0.191305E+07
     2926.00  0.735716E+09 0.469144E+10 0.189088E+10 0.980582E+06
     2936.00  0.566865E+09 0.464982E+10 0.210185E+10 0.113219E+08
     2946.00  0.419848E+09 0.458230E+10 0.231150E+10 0.328544E+08
     2956.00  0.295112E+09 0.449004E+10 0.251742E+10 0.653346E+08
     2966.00  0.192813E+09 0.437447E+10 0.271723E+10 0.108365E+09
     2976.00  0.112814E+09 0.423728E+10 0.290865E+10 0.161401E+09
     2986.00  0.547035E+08 0.408036E+10 0.308951E+10 0.223765E+09
     2996.00  0.178099E+08 0.390577E+10 0.325779E+10 0.294653E+09
     3006.00  0.121687E+07 0.371573E+10 0.341163E+10 0.373153E+09
     3016.00  0.378530E+07 0.351260E+10 0.354937E+10 0.458256E+09
     3026.00  0.241756E+08 0.329880E+10 0.366955E+10 0.548876E+09
     3036.00  0.608721E+08 0.307680E+10 0.377095E+10 0.643862E+09
     3046.00  0.112209E+09 0.284910E+10 0.385256E+10 0.742014E+09
     3056.00  0.176397E+09 0.261818E+10 0.391364E+10 0.842105E+09
     3066.00  0.251551E+09 0.238648E+10 0.395369E+10 0.942895E+09
     3076.00  0.335719E+09 0.215635E+10 0.397245E+10 0.104315E+10
     3086.00  0.426910E+09 0.193006E+10 0.396993E+10 0.114165E+10
     3096.00  0.523118E+09 0.170975E+10 0.394637E+10 0.123721E+10
     3106.00  0.622356E+09 0.149739E+10 0.390224E+10 0.132871E+10
     3116.00  0.722674E+09 0.129480E+10 0.383826E+10 0.141508E+10
     3126.00  0.822189E+09 0.110361E+10 0.375533E+10 0.149533E+10
     3136.00  0.919106E+09 0.925247E+09 0.365456E+10 0.156856E+10
     3146.00  0.101174E+10 0.760930E+09 0.353724E+10 0.163396E+10
     3156.00  0.109853E+10 0.611656E+09 0.340481E+10 0.169084E+10
     3166.00  0.117806E+10 0.478199E+09 0.325884E+10 0.173862E+10
     3176.00  0.124908E+10 0.361107E+09 0.310104E+10 0.177682E+10
     3186.00  0.131051E+10 0.260703E+09 0.293317E+10 0.180511E+10
     3196.00  0.136144E+10 0.177091E+09 0.275708E+10 0.182325E+10
     3206.00  0.140117E+10 0.110159E+09 0.257466E+10 0.183116E+10
     3216.00  0.142917E+10 0.595916E+08 0.238782E+10 0.182884E+10
     3226.00  0.144512E+10 0.248785E+08 0.219846E+10 0.181646E+10
     3236.00  0.144888E+10 0.533094E+07 0.200844E+10 0.179425E+10
     3246.00  0.144052E+10 0.956035E+05 0.181960E+10 0.176258E+10
     3256.00  0.142028E+10 0.817176E+07 0.163368E+10 0.172193E+10
     3266.00  0.138858E+10 0.284297E+08 0.145235E+10 0.167285E+10
     3276.00  0.134601E+10 0.596301E+08 0.127718E+10 0.161598E+10
     3286.00  0.129334E+10 0.100444E+09 0.110959E+10 0.155205E+10
     3296.00  0.123145E+10 0.149474E+09 0.950902E+09 0.148183E+10
     3306.00  0.116137E+10 0.205274E+09 0.802267E+09 0.140616E+10
     3316.00  0.108424E+10 0.266370E+09 0.664691E+09 0.132593E+10
     3326.00  0.100130E+10 0.331283E+09 0.539019E+09 0.124202E+10
     3336.00  0.913885E+09 0.398546E+09 0.425926E+09 0.115538E+10
     3346.00  0.823367E+09 0.466723E+09 0.325922E+09 0.106692E+10
     3356.00  0.731181E+09 0.534430E+09 0.239343E+09 0.977576E+09
     3366.00  0.638786E+09 0.600348E+09 0.166361E+09 0.888251E+09
     3376.00  0.547647E+09 0.663245E+09 0.106981E+09 0.799825E+09
     3386.00  0.459222E+09 0.721980E+09 0.610503E+08 0.713142E+09
     3396.00  0.374940E+09 0.775527E+09 0.282640E+08 0.628999E+09
     3406.00  0.296188E+09 0.822977E+09 0.817447E+07 0.548137E+09
     3416.00  0.224291E+09 0.863550E+09 0.201196E+06 0.471237E+09
     3426.00  0.160502E+09 0.896604E+09 0.364259E+07 0.398909E+09
     3436.00  0.105981E+09 0.921636E+09 0.176884E+08 0.331690E+09
     3446.00  0.617914E+08 0.938289E+09 0.414334E+08 0.270038E+09
     3456.00  0.288810E+08 0.946354E+09 0.738914E+08 0.214331E+09
     3466.00  0.807640E+07 0.945763E+09 0.114010E+09 0.164861E+09
     3476.00  0.736043E+05 0.936597E+09 0.160685E+09 0.121836E+09
     3486.00  0.543139E+07 0.919073E+09 0.212779E+09 0.853805E+08
     3496.00  0.245664E+08 0.893543E+09 0.269130E+09 0.555335E+08
     3506.00  0.577498E+08 0.860487E+09 0.328572E+09 0.322538E+08
     3516.00  0.105105E+09 0.820505E+09 0.389949E+09 0.154218E+08
     3526.00  0.166609E+09 0.774303E+09 0.452125E+09 0.484349E+07
     3536.00  0.242092E+09 0.722688E+09 0.514001E+09 0.255605E+06
     3546.00  0.331240E+09 0.666553E+09 0.574527E+09 0.133090E+07
     3556.00  0.433602E+09 0.606867E+09 0.632713E+09 0.768446E+07
     3566.00  0.548593E+09 0.544659E+09 0.687636E+09 0.188804E+08
     3576.00  0.675501E+09 0.481006E+09 0.738456E+09 0.344390E+08
     3586.00  0.813499E+09 0.417021E+09 0.784420E+09 0.538443E+08
     3596.00  0.961647E+09 0.353834E+09 0.824868E+09 0.765515E+08
     3606.00  0.111891E+10 0.292584E+09 0.859241E+09 0.101995E+09
     3616.00  0.128416E+10 0.234401E+09 0.887082E+09 0.129597E+09
     3626.00  0.145620E+10 0.180397E+09 0.908044E+09 0.158773E+09
     3636.00  0.163377E+10 0.131646E+09 0.921887E+09 0.188943E+09
     3646.00  0.181555E+10 0.891784E+08 0.928479E+09 0.219535E+09
     3656.00  0.200018E+10 0.539674E+08 0.927796E+09 0.249995E+09
     3666.00  0.218630E+10 0.269164E+08 0.919918E+09 0.279791E+09
     3676.00  0.237250E+10 0.885073E+07 0.905031E+09 0.308423E+09
     3686.00  0.255739E+10 0.508515E+06 0.883412E+09 0.335424E+09
     3696.00  0.273960E+10 0.253283E+07 0.855436E+09 0.360369E+09
     3706.00  0.291778E+10 0.154650E+08 0.821559E+09 0.382874E+09
     3716.00  0.309060E+10 0.397392E+08 0.782318E+09 0.402606E+09
     3726.00  0.325682E+10 0.756780E+08 0.738318E+09 0.419284E+09
     3736.00  0.341521E+10 0.123490E+09 0.690227E+09 0.432676E+09
     3746.00  0.356463E+10 0.183266E+09 0.638764E+09 0.442610E+09
     3756.00  0.370404E+10 0.254982E+09 0.584695E+09 0.448965E+09
     3766.00  0.383246E+10 0.338496E+09 0.528815E+09 0.451681E+09
     3776.00  0.394900E+10 0.433552E+09 0.471945E+09 0.450748E+09
     3786.00  0.405289E+10 0.539783E+09 0.414920E+09 0.446213E+09
     3796.00  0.414345E+10 0.656713E+09 0.358578E+09 0.438177E+09
     3806.00  0.422012E+10 0.783765E+09 0.303752E+09 0.426787E+09
     3816.00  0.428244E+10 0.920263E+09 0.251258E+09 0.412241E+09
     3826.00  0.433007E+10 0.106544E+10 0.201891E+09 0.394780E+09
     3836.00  0.436279E+10 0.121846E+10 0.156412E+09 0.374682E+09
     3846.00  0.438048E+10 0.137839E+10 0.115538E+09 0.352266E+09
     3856.00  0.438316E+10 0.154424E+10 0.799433E+08 0.327878E+09
     3866.00  0.437093E+10 0.171498E+10 0.502425E+08 0.301894E+09
     3876.00  0.434402E+10 0.188951E+10 0.269907E+08 0.274710E+09
     3886.00  0.430276E+10 0.206671E+10 0.106762E+08 0.246739E+09
     3896.00  0.424759E+10 0.224542E+10 0.171592E+07 0.218408E+09
     3906.00  0.417902E+10 0.242448E+10 0.451735E+06 0.190148E+09
     3916.00  0.409766E+10 0.260271E+10 0.714765E+07 0.162394E+09
     3926.00  0.400422E+10 0.277893E+10 0.219877E+08 0.135576E+09
     3936.00  0.389947E+10 0.295200E+10 0.450745E+08 0.110116E+09
     3946.00  0.378423E+10 0.312077E+10 0.764294E+08 0.864245E+08
     3956.00  0.365941E+10 0.328415E+10 0.115992E+09 0.648949E+08
     3966.00  0.352596E+10 0.344107E+10 0.163623E+09 0.458988E+08
     3976.00  0.338485E+10 0.359053E+10 0.219104E+09 0.297831E+08
     3986.00  0.323711E+10 0.373158E+10 0.282142E+09 0.168665E+08
     3996.00  0.308378E+10 0.386332E+10 0.352371E+09 0.743631E+07
     4006.00  0.292592E+10 0.398494E+10 0.429361E+09 0.174567E+07
     4016.00  0.276460E+10 0.409570E+10 0.512614E+09 0.113728E+05
     4026.00  0.260087E+10 0.419495E+10 0.601578E+09 0.241195E+07
     4036.00  0.243579E+10 0.428210E+10 0.695646E+09 0.908621E+07
     4046.00  0.227039E+10 0.435668E+10 0.794167E+09 0.201322E+08
     4056.00  0.210568E+10 0.441829E+10 0.896450E+09 0.356066E+08
     4066.00  0.194263E+10 0.446663E+10 0.100177E+10 0.555245E+08
     4076.00  0.178216E+10 0.450149E+10 0.110937E+10 0.798595E+08
     4086.00  0.162517E+10 0.452277E+10 0.121849E+10 0.108545E+09
     4096.00  0.147248E+10 0.453045E+10 0.132833E+10 0.141473E+09
     4106.00  0.132487E+10 0.452459E+10 0.143812E+10 0.178498E+09
     4116.00  0.118305E+10 0.450536E+10 0.154707E+10 0.219438E+09
     4126.00  0.104766E+10 0.447302E+10 0.165439E+10 0.264076E+09
     4136.00  0.919273E+09 0.442789E+10 0.175932E+10 0.312162E+09
     4146.00  0.798401E+09 0.437039E+10 0.186113E+10 0.363414E+09
     4156.00  0.685468E+09 0.430100E+10 0.195909E+10 0.417525E+09
     4166.00  0.580828E+09 0.422027E+10 0.205252E+10 0.474162E+09
     4176.00  0.484757E+09 0.412884E+10 0.214079E+10 0.532971E+09
