# p_bar (bar) z (km) T (K) nH2 (cm-3) nHe (cm-3) nH (cm-3) nCH4 (cm-3) nC2H2 (cm-3) nC2H4 (cm-3) nC2H6 (cm-3)
8.627237e-05  208.67  186.92 5.869168e+14 6.530717e+13 2.594571e+09 1.230727e+12 1.387900e+09 5.373730e+09 3.190883e+07
8.162509e-05  210.06  188.49 5.451316e+14 6.033696e+13 2.760833e+09 1.139711e+12 1.388437e+09 5.135830e+09 3.122154e+07
7.722814e-05  211.55  190.26 5.181143e+14 5.683579e+13 2.939629e+09 1.077135e+12 1.398421e+09 4.969252e+09 3.047313e+07
7.306804e-05  213.03  192.02 4.910970e+14 5.333463e+13 3.118425e+09 1.014558e+12 1.408406e+09 4.802674e+09 2.972471e+07
6.913204e-05  214.52  193.78 4.640797e+14 4.983346e+13 3.297220e+09 9.519810e+11 1.418390e+09 4.636097e+09 2.897629e+07
6.540806e-05  216.00  195.54 4.370624e+14 4.633229e+13 3.476016e+09 8.894043e+11 1.428374e+09 4.469519e+09 2.822787e+07
6.188468e-05  217.49  197.30 4.100451e+14 4.283113e+13 3.654812e+09 8.268275e+11 1.438359e+09 4.302941e+09 2.747945e+07
5.855110e-05  218.97  199.07 3.830278e+14 3.932996e+13 3.833607e+09 7.642507e+11 1.448343e+09 4.136363e+09 2.673103e+07
5.539709e-05  220.49  200.92 3.588085e+14 3.620556e+13 4.016085e+09 7.086319e+11 1.458702e+09 3.980511e+09 2.599752e+07
5.241298e-05  222.08  202.97 3.408689e+14 3.392674e+13 4.206824e+09 6.686291e+11 1.469903e+09 3.848730e+09 2.529745e+07
4.958962e-05  223.68  205.02 3.229292e+14 3.164792e+13 4.397563e+09 6.286263e+11 1.481104e+09 3.716949e+09 2.459738e+07
4.691835e-05  225.27  207.07 3.049896e+14 2.936911e+13 4.588302e+09 5.886235e+11 1.492305e+09 3.585168e+09 2.389731e+07
4.439097e-05  226.86  209.13 2.870500e+14 2.709029e+13 4.779042e+09 5.486206e+11 1.503505e+09 3.453386e+09 2.319724e+07
4.199973e-05  228.45  211.18 2.691104e+14 2.481147e+13 4.969781e+09 5.086178e+11 1.514706e+09 3.321605e+09 2.249718e+07
3.973730e-05  230.05  213.24 2.513092e+14 2.255714e+13 5.160597e+09 4.689626e+11 1.526091e+09 3.190203e+09 2.179123e+07
3.759675e-05  231.76  215.83 2.382662e+14 2.114444e+13 5.354039e+09 4.412561e+11 1.543824e+09 3.071816e+09 2.088330e+07
